root_id,n_tweets,n_inbound,n_outbound
639069,2,1,1
639260,9,4,5
639342,4,1,3
639358,4,2,2
639365,2,1,1
639422,4,2,2
639492,5,3,2
639513,2,1,1
639517,2,1,1
639573,2,1,1
639626,2,1,1
639654,2,1,1
639714,5,3,2
639757,2,1,1
639789,9,5,4
639823,2,1,1
639839,2,1,1
639854,11,6,5
639876,2,1,1
639886,6,4,2
639918,3,2,1
639950,2,1,1
639978,2,1,1
640005,2,1,1
640028,26,16,10
640060,6,3,3
640086,2,1,1
640130,4,2,2
640143,2,1,1
640147,2,1,1
640171,6,3,3
640200,2,1,1
640213,2,1,1
640225,4,3,1
640269,2,1,1
640272,4,2,2
640317,7,4,3
640355,4,2,2
640375,4,2,2
640409,2,1,1
640413,4,2,2
640416,3,2,1
640423,2,1,1
640474,3,2,1
640500,2,1,1
640509,2,1,1
640511,2,1,1
640529,2,1,1
640546,4,2,2
640578,2,1,1
640580,2,1,1
640590,3,2,1
640592,2,1,1
640625,4,3,1
640643,2,1,1
640754,3,2,1
640865,8,6,2
640887,4,2,2
640927,2,1,1
641026,2,1,1
641042,2,1,1
641142,5,3,2
641175,3,2,1
641199,4,2,2
641223,2,1,1
641301,2,1,1
641313,2,1,1
641370,2,1,1
641386,2,1,1
641392,2,1,1
641395,4,2,2
641398,2,1,1
641402,2,1,1
641405,3,2,1
641407,2,1,1
641415,2,1,1
641437,2,1,1
641441,2,1,1
641476,4,2,2
641499,5,3,2
641547,2,1,1
641549,2,1,1
641581,2,1,1
641584,3,2,1
641589,2,1,1
641600,2,1,1
641610,2,1,1
641721,2,1,1
641751,10,6,4
641810,4,2,2
641821,11,6,5
641867,7,5,2
641889,4,3,1
641938,6,3,3
641949,2,1,1
641952,3,2,1
641970,2,1,1
641974,2,1,1
642001,2,1,1
642006,2,1,1
642016,2,1,1
642041,2,1,1
642045,4,2,2
642055,4,2,2
642063,5,3,2
642074,2,1,1
642100,2,1,1
642123,6,3,3
642157,6,4,2
642172,2,1,1
642260,2,1,1
642274,2,1,1
642276,2,1,1
642280,2,1,1
642288,4,3,1
642302,2,1,1
642320,2,1,1
642335,4,2,2
642341,2,1,1
642392,2,1,1
642396,2,1,1
642400,2,1,1
642425,2,1,1
642435,2,1,1
642452,4,1,3
642496,6,3,3
642520,3,1,2
642533,2,1,1
642545,2,1,1
642558,2,1,1
642560,2,1,1
642597,2,1,1
642676,2,1,1
642696,2,1,1
642717,3,2,1
642731,2,1,1
642898,2,1,1
642939,6,4,2
642948,2,1,1
642994,2,1,1
642997,4,2,2
643002,5,3,2
643061,2,1,1
643065,2,1,1
643092,2,1,1
643111,2,1,1
643127,2,1,1
643130,2,1,1
643134,5,3,2
643178,3,1,2
643223,3,2,1
643300,3,1,2
643305,2,1,1
643341,2,1,1
643349,2,1,1
643357,3,1,2
643437,2,1,1
643447,2,1,1
643494,2,1,1
643533,3,2,1
643549,2,1,1
643574,5,3,2
643645,2,1,1
643690,2,1,1
643865,7,3,4
643902,2,1,1
643914,9,8,1
643931,3,2,1
643993,3,1,2
643997,4,2,2
644084,6,3,3
644128,4,2,2
644139,4,2,2
644199,2,1,1
644203,3,2,1
644227,10,8,2
644231,2,1,1
644241,5,2,3
644291,6,2,4
644300,7,4,3
644345,4,2,2
644389,3,1,2
644401,2,1,1
644423,2,1,1
644428,2,1,1
644494,12,7,5
644541,3,1,2
644551,9,4,5
644590,2,1,1
644592,2,1,1
644602,4,2,2
644620,5,3,2
644629,2,1,1
644699,2,1,1
644730,4,2,2
644759,10,5,5
644781,2,1,1
644785,4,2,2
644821,3,2,1
644836,2,1,1
644841,2,1,1
644879,2,1,1
644883,23,14,9
644900,2,1,1
644929,6,3,3
644939,2,1,1
644942,2,1,1
644960,3,2,1
644966,3,2,1
645009,6,4,2
645033,7,3,4
645043,10,9,1
645087,2,1,1
645093,2,1,1
645097,2,1,1
645112,11,6,5
645126,2,1,1
645143,2,1,1
645155,3,2,1
645163,2,1,1
645168,3,2,1
645171,3,2,1
645184,2,1,1
645279,2,1,1
645311,2,1,1
645313,2,1,1
645369,2,1,1
645427,16,9,7
645444,2,1,1
645464,4,2,2
645487,9,6,3
645518,2,1,1
645531,2,1,1
645541,12,8,4
645572,2,1,1
645574,2,1,1
645580,2,1,1
645684,2,1,1
645699,2,1,1
645736,2,1,1
645744,3,2,1
645746,2,1,1
645827,3,2,1
645831,4,2,2
645833,2,1,1
645853,2,1,1
645871,4,2,2
645873,2,1,1
645886,2,1,1
645899,2,1,1
645907,2,1,1
645915,2,1,1
645926,2,1,1
645954,2,1,1
646031,9,7,2
646058,2,1,1
646075,9,5,4
646099,2,1,1
646103,3,1,2
646268,4,2,2
646295,9,7,2
646298,2,1,1
646347,2,1,1
646354,2,1,1
646401,8,4,4
646405,4,2,2
646422,2,1,1
646437,3,2,1
646459,2,1,1
646461,2,1,1
646476,2,1,1
646512,2,1,1
646525,3,2,1
646598,3,2,1
646614,3,2,1
646677,2,1,1
646696,4,2,2
646782,2,1,1
646784,4,2,2
646793,2,1,1
646820,3,1,2
646835,2,1,1
646844,2,1,1
646861,5,4,1
646879,22,14,8
646922,2,1,1
646927,3,2,1
646968,4,2,2
646976,4,2,2
647024,2,1,1
647046,2,1,1
647064,2,1,1
647079,2,1,1
647103,2,1,1
647144,2,1,1
647187,5,2,3
647195,3,1,2
647218,2,1,1
647230,2,1,1
647265,2,1,1
647310,4,2,2
647349,8,7,1
647391,2,1,1
647395,2,1,1
647425,2,1,1
647435,2,1,1
647450,2,1,1
647495,2,1,1
647515,2,1,1
647601,2,1,1
647616,4,2,2
647635,2,1,1
647671,3,2,1
647683,4,2,2
647687,4,2,2
647748,2,1,1
647813,3,2,1
647825,3,1,2
647829,3,2,1
647860,3,2,1
647862,3,1,2
647887,3,2,1
647901,2,1,1
647908,3,2,1
647910,2,1,1
647975,2,1,1
647989,2,1,1
647993,5,2,3
648078,3,2,1
648097,2,1,1
648133,2,1,1
648204,4,2,2
648237,2,1,1
648256,2,1,1
648294,2,1,1
648296,2,1,1
648314,4,2,2
648340,4,3,1
648351,2,1,1
648357,4,3,1
648359,2,1,1
648372,8,4,4
648376,4,2,2
648419,3,2,1
648421,2,1,1
648438,9,6,3
648441,3,2,1
648444,3,2,1
648467,3,2,1
648492,2,1,1
648500,2,1,1
648580,2,1,1
648582,2,1,1
648590,2,1,1
648598,4,3,1
648604,2,1,1
648621,2,1,1
648627,7,4,3
648631,2,1,1
648655,2,1,1
648667,2,1,1
648670,6,3,3
648675,2,1,1
648681,6,3,3
648690,3,1,2
648695,4,2,2
648707,4,2,2
648806,2,1,1
648819,4,2,2
648842,2,1,1
648850,2,1,1
648880,3,2,1
648933,2,1,1
648938,2,1,1
648940,2,1,1
648989,4,2,2
649004,4,2,2
649010,2,1,1
649023,2,1,1
649079,2,1,1
649097,3,2,1
649129,2,1,1
649131,4,1,3
649183,4,2,2
649212,2,1,1
649268,2,1,1
649306,2,1,1
649345,2,1,1
649382,4,2,2
649394,2,1,1
649398,2,1,1
649405,4,3,1
649449,2,1,1
649463,2,1,1
649514,6,3,3
649527,2,1,1
649542,2,1,1
649551,4,2,2
649592,2,1,1
649621,4,2,2
649652,10,7,3
649717,3,2,1
649734,2,1,1
649760,3,2,1
649787,4,3,1
649797,2,1,1
649839,6,5,1
649857,2,1,1
649863,2,1,1
649925,2,1,1
649948,2,1,1
650003,2,1,1
650016,3,1,2
650021,4,2,2
650039,3,2,1
650048,3,2,1
650096,4,2,2
650100,4,2,2
650121,3,1,2
650126,2,1,1
650202,2,1,1
650226,2,1,1
650252,2,1,1
650290,2,1,1
650320,2,1,1
650344,2,1,1
650358,2,1,1
650379,4,2,2
650401,2,1,1
650429,2,1,1
650436,2,1,1
650477,2,1,1
650493,2,1,1
650523,6,4,2
650547,2,1,1
650574,2,1,1
650587,4,2,2
650612,3,1,2
650633,5,3,2
650647,4,2,2
650651,7,6,1
650675,4,2,2
650682,2,1,1
650692,2,1,1
650700,2,1,1
650735,4,2,2
650757,2,1,1
650790,8,4,4
650826,2,1,1
650879,3,2,1
650927,2,1,1
650967,2,1,1
650969,2,1,1
650974,2,1,1
651004,7,4,3
651019,2,1,1
651027,2,1,1
651050,2,1,1
651077,5,2,3
651142,6,3,3
651153,4,2,2
651172,2,1,1
651188,2,1,1
651210,5,3,2
651225,4,2,2
651246,5,3,2
651289,2,1,1
651305,2,1,1
651310,2,1,1
651325,2,1,1
651380,4,2,2
651391,2,1,1
651406,2,1,1
651410,2,1,1
651436,2,1,1
651448,4,2,2
651451,2,1,1
651683,2,1,1
651715,52,35,17
651755,6,3,3
651764,2,1,1
651806,5,2,3
651833,3,2,1
651854,4,2,2
651857,3,1,2
651864,2,1,1
651866,2,1,1
651868,3,1,2
651871,2,1,1
651886,2,1,1
651890,2,1,1
651892,2,1,1
651904,3,1,2
651954,2,1,1
651980,7,4,3
651994,5,3,2
652034,2,1,1
652042,2,1,1
652083,8,4,4
652090,2,1,1
652100,4,2,2
652131,2,1,1
652155,6,4,2
652161,4,2,2
652205,7,4,3
652241,3,2,1
652397,3,2,1
652408,2,1,1
652426,6,4,2
652471,2,1,1
652477,2,1,1
652516,2,1,1
652529,2,1,1
652560,6,3,3
652665,2,1,1
652714,4,2,2
652756,9,6,3
652784,5,3,2
652787,2,1,1
652791,4,2,2
652797,3,2,1
652801,4,3,1
652879,2,1,1
652894,4,2,2
652899,3,2,1
652920,2,1,1
652931,2,1,1
652991,3,2,1
652999,2,1,1
653020,4,2,2
653030,3,2,1
653040,4,2,2
653095,2,1,1
653126,3,2,1
653137,2,1,1
653161,2,1,1
653170,2,1,1
653201,2,1,1
653204,3,2,1
653214,2,1,1
653229,4,2,2
653257,2,1,1
653319,4,2,2
653356,4,3,1
653446,2,1,1
653451,2,1,1
653500,3,2,1
653558,2,1,1
653605,2,1,1
653626,2,1,1
653640,2,1,1
653661,2,1,1
653740,2,1,1
653771,3,2,1
653809,2,1,1
653839,2,1,1
653844,4,2,2
653854,2,1,1
653864,4,2,2
653883,2,1,1
653887,3,1,2
653895,2,1,1
653926,2,1,1
653934,2,1,1
653955,2,1,1
653978,2,1,1
653988,2,1,1
654001,2,1,1
654008,2,1,1
654018,4,2,2
654031,4,2,2
654046,3,2,1
654068,5,3,2
654117,3,2,1
654131,2,1,1
654145,2,1,1
654160,2,1,1
654199,2,1,1
654203,2,1,1
654231,2,1,1
654235,4,2,2
654265,2,1,1
654289,4,2,2
654307,5,3,2
654316,7,3,4
654335,4,2,2
654369,2,1,1
654380,2,1,1
654401,3,2,1
654429,11,6,5
654469,3,1,2
654487,2,1,1
654496,3,1,2
654513,4,2,2
654519,2,1,1
654544,2,1,1
654566,9,5,4
654598,2,1,1
654752,2,1,1
654758,2,1,1
654765,2,1,1
654769,5,2,3
654787,2,1,1
654823,2,1,1
654832,2,1,1
654908,2,1,1
654910,2,1,1
654926,6,3,3
654933,7,4,3
654949,2,1,1
654956,2,1,1
654959,4,2,2
654972,2,1,1
654975,3,2,1
655009,2,1,1
655052,3,1,2
655098,2,1,1
655168,2,1,1
655181,5,3,2
655188,2,1,1
655203,3,1,2
655223,6,4,2
655279,5,3,2
655320,4,2,2
655333,4,3,1
655356,5,3,2
655392,4,2,2
655449,2,1,1
655453,2,1,1
655457,2,1,1
655475,6,3,3
655480,3,2,1
655488,2,1,1
655493,7,3,4
655504,4,2,2
655509,2,1,1
655536,4,2,2
655539,2,1,1
655543,6,3,3
655555,2,1,1
655571,2,1,1
655612,2,1,1
655614,4,1,3
655630,4,2,2
655634,2,1,1
655653,3,2,1
655705,2,1,1
655709,2,1,1
655744,4,1,3
655801,2,1,1
655877,2,1,1
655896,2,1,1
655905,3,2,1
655927,2,1,1
656026,2,1,1
656032,2,1,1
656064,9,6,3
656082,4,2,2
656105,4,2,2
656141,2,1,1
656188,2,1,1
656194,2,1,1
656217,2,1,1
656259,5,3,2
656270,4,2,2
656275,2,1,1
656317,2,1,1
656360,2,1,1
656413,3,1,2
656416,2,1,1
656438,2,1,1
656453,3,2,1
656460,4,2,2
656479,7,4,3
656512,2,1,1
656522,4,2,2
656545,3,2,1
656558,3,2,1
656567,2,1,1
656570,3,2,1
656615,3,2,1
656619,2,1,1
656672,2,1,1
656685,2,1,1
656700,2,1,1
656707,2,1,1
656712,4,2,2
656725,4,2,2
656755,2,1,1
656807,3,1,2
656813,4,2,2
656841,2,1,1
656855,2,1,1
656857,2,1,1
656861,2,1,1
656916,2,1,1
656935,2,1,1
656944,3,2,1
656987,2,1,1
657002,2,1,1
657067,2,1,1
657083,2,1,1
657117,2,1,1
657132,2,1,1
657136,3,1,2
657181,2,1,1
657188,2,1,1
657201,4,2,2
657226,2,1,1
657282,2,1,1
657286,3,1,2
657289,2,1,1
657291,3,1,2
657438,2,1,1
657459,2,1,1
657464,4,3,1
657497,2,1,1
657551,2,1,1
657582,3,2,1
657638,3,2,1
657640,2,1,1
657647,5,4,1
657683,2,1,1
657735,7,4,3
657802,2,1,1
657804,2,1,1
657820,3,2,1
657825,4,1,3
657829,2,1,1
657839,3,1,2
657872,14,9,5
657890,4,3,1
657902,3,1,2
657944,5,3,2
658028,2,1,1
658047,2,1,1
658070,2,1,1
658078,2,1,1
658096,3,2,1
658120,2,1,1
658131,3,2,1
658155,2,1,1
658169,2,1,1
658210,3,1,2
658214,8,4,4
658262,2,1,1
658270,4,1,3
658280,2,1,1
658286,2,1,1
658311,4,2,2
658319,2,1,1
658347,2,1,1
658349,2,1,1
658359,2,1,1
658374,6,3,3
658405,4,2,2
658428,15,8,7
658468,2,1,1
658477,3,2,1
658481,2,1,1
658487,2,1,1
658551,2,1,1
658583,3,2,1
658590,3,2,1
658610,2,1,1
658710,2,1,1
658723,3,2,1
658727,2,1,1
658769,7,4,3
658792,4,2,2
658808,2,1,1
658810,2,1,1
658828,2,1,1
658832,2,1,1
658835,3,2,1
658879,2,1,1
658886,2,1,1
658896,8,5,3
658898,4,2,2
658920,4,2,2
658970,5,4,1
659020,2,1,1
659024,3,2,1
659065,4,2,2
659073,2,1,1
659110,4,2,2
659140,3,2,1
659143,3,2,1
659152,5,4,1
659159,2,1,1
659175,4,2,2
659187,2,1,1
659197,2,1,1
659240,2,1,1
659250,2,1,1
659252,2,1,1
659272,2,1,1
659276,2,1,1
659288,2,1,1
659303,2,1,1
659354,2,1,1
659356,2,1,1
659411,2,1,1
659415,2,1,1
659419,2,1,1
659426,5,3,2
659477,4,3,1
659493,2,1,1
659595,3,2,1
659601,3,1,2
659618,2,1,1
659623,6,3,3
659650,2,1,1
659657,2,1,1
659743,2,1,1
659765,3,2,1
659775,2,1,1
659800,2,1,1
659811,3,2,1
659835,2,1,1
659863,2,1,1
659870,2,1,1
659925,2,1,1
659939,5,3,2
659951,12,11,1
659973,4,3,1
660002,2,1,1
660006,2,1,1
660019,2,1,1
660028,4,2,2
660073,4,3,1
660111,2,1,1
660130,4,2,2
660135,5,4,1
660164,2,1,1
660192,3,1,2
660207,2,1,1
660214,2,1,1
660236,2,1,1
660240,2,1,1
660282,4,3,1
660305,4,3,1
660343,4,2,2
660369,6,3,3
660418,2,1,1
660430,2,1,1
660432,2,1,1
660437,3,2,1
660440,3,2,1
660451,3,2,1
660462,2,1,1
660467,5,3,2
660534,2,1,1
660627,3,1,2
660636,2,1,1
660653,2,1,1
660667,2,1,1
660673,6,4,2
660677,2,1,1
660692,2,1,1
660704,5,3,2
660711,2,1,1
660715,2,1,1
660792,5,2,3
660807,4,2,2
660816,4,2,2
660822,2,1,1
660856,6,4,2
660875,5,2,3
660926,4,2,2
660936,2,1,1
660963,2,1,1
660969,2,1,1
660992,3,2,1
661022,4,2,2
661120,2,1,1
661124,4,2,2
661145,2,1,1
661151,3,1,2
661177,14,13,1
661184,7,3,4
661213,10,5,5
661216,4,2,2
661220,4,2,2
661276,2,1,1
661279,3,2,1
661310,5,3,2
661378,39,37,2
661417,2,1,1
661427,7,4,3
661477,6,3,3
661533,6,3,3
661557,2,1,1
661696,2,1,1
661708,2,1,1
661712,2,1,1
661721,2,1,1
661723,2,1,1
661759,4,2,2
661782,2,1,1
661803,3,2,1
661813,4,1,3
661821,6,3,3
661884,4,2,2
661919,3,2,1
661948,5,4,1
661992,2,1,1
662001,2,1,1
662043,2,1,1
662049,2,1,1
662064,2,1,1
662072,2,1,1
662074,4,2,2
662086,2,1,1
662109,2,1,1
662113,2,1,1
662151,2,1,1
662166,2,1,1
662170,2,1,1
662181,6,3,3
662211,3,2,1
662294,4,3,1
662321,3,2,1
662326,2,1,1
662345,3,2,1
662355,3,2,1
662370,2,1,1
662388,2,1,1
662402,2,1,1
662410,2,1,1
662413,6,3,3
662442,2,1,1
662447,5,3,2
662541,4,2,2
662619,3,2,1
662629,2,1,1
662634,5,4,1
662801,4,3,1
662819,2,1,1
662831,4,2,2
662867,2,1,1
662908,5,3,2
662922,2,1,1
662939,2,1,1
662958,2,1,1
662978,2,1,1
663026,4,2,2
663037,2,1,1
663058,2,1,1
663085,2,1,1
663118,4,2,2
663126,4,3,1
663158,2,1,1
663163,3,2,1
663194,8,5,3
663210,2,1,1
663222,4,3,1
663226,2,1,1
663238,2,1,1
663242,2,1,1
663269,2,1,1
663319,2,1,1
663351,6,3,3
663366,3,2,1
663378,2,1,1
663388,2,1,1
663392,2,1,1
663458,2,1,1
663474,4,2,2
663485,2,1,1
663496,2,1,1
663521,4,2,2
663539,3,2,1
663557,2,1,1
663580,8,4,4
663587,3,2,1
663601,7,4,3
663614,2,1,1
663658,2,1,1
663697,4,3,1
663699,2,1,1
663713,5,3,2
663716,4,2,2
663720,5,3,2
663778,3,2,1
663800,3,2,1
663807,9,5,4
663813,2,1,1
663834,3,2,1
663838,4,3,1
663859,4,3,1
663884,2,1,1
663927,7,4,3
663959,5,2,3
663988,2,1,1
664020,4,2,2
664023,2,1,1
664048,2,1,1
664052,2,1,1
664057,2,1,1
664110,4,3,1
664139,4,2,2
664175,2,1,1
664191,3,2,1
664196,3,2,1
664205,2,1,1
664225,2,1,1
664250,2,1,1
664266,2,1,1
664281,5,3,2
664328,2,1,1
664400,2,1,1
664436,12,3,9
664452,2,1,1
664469,2,1,1
664477,2,1,1
664508,9,5,4
664597,2,1,1
664646,2,1,1
664656,2,1,1
664658,2,1,1
664682,6,3,3
664684,2,1,1
664692,6,4,2
664704,4,2,2
664737,2,1,1
664823,2,1,1
664840,2,1,1
664883,5,3,2
664896,2,1,1
664916,6,3,3
664925,19,10,9
664937,3,2,1
664948,4,2,2
664954,4,2,2
664966,2,1,1
664982,2,1,1
664989,2,1,1
665006,2,1,1
665014,5,3,2
665065,4,3,1
665074,4,2,2
665091,2,1,1
665095,2,1,1
665099,2,1,1
665105,2,1,1
665121,3,2,1
665124,4,2,2
665134,2,1,1
665191,2,1,1
665254,8,5,3
665265,7,4,3
665283,3,2,1
665288,2,1,1
665457,21,12,9
665556,30,15,15
665633,30,16,14
665694,2,1,1
665721,3,2,1
665735,7,3,4
665782,2,1,1
665829,2,1,1
665842,2,1,1
665845,3,2,1
665850,2,1,1
665857,2,1,1
665864,7,3,4
665965,3,1,2
666013,2,1,1
666042,3,2,1
666052,2,1,1
666057,2,1,1
666179,2,1,1
666181,4,2,2
666190,6,3,3
666243,2,1,1
666260,6,3,3
666282,2,1,1
666300,2,1,1
666306,2,1,1
666381,2,1,1
666406,2,1,1
666431,2,1,1
666451,2,1,1
666454,2,1,1
666472,2,1,1
666495,8,4,4
666504,2,1,1
666524,2,1,1
666527,3,2,1
666540,2,1,1
666555,3,2,1
666559,2,1,1
666579,3,2,1
666598,2,1,1
666604,2,1,1
666606,2,1,1
666614,2,1,1
666625,6,3,3
666669,5,4,1
666675,2,1,1
666715,3,2,1
666719,2,1,1
666723,2,1,1
666757,2,1,1
666778,2,1,1
666793,2,1,1
666829,9,5,4
666857,2,1,1
666896,15,9,6
666910,3,2,1
666925,5,3,2
666953,2,1,1
666955,2,1,1
667007,3,2,1
667036,2,1,1
667052,2,1,1
667079,3,2,1
667085,3,2,1
667096,2,1,1
667118,3,2,1
667125,5,3,2
667130,3,2,1
667142,4,2,2
667155,2,1,1
667267,2,1,1
667275,2,1,1
667302,2,1,1
667316,2,1,1
667322,2,1,1
667324,2,1,1
667326,2,1,1
667354,2,1,1
667423,4,3,1
667514,3,2,1
667529,2,1,1
667552,2,1,1
667559,2,1,1
667585,2,1,1
667612,4,2,2
667648,6,3,3
667732,4,2,2
667736,3,2,1
667748,2,1,1
667750,3,1,2
667788,2,1,1
667835,6,3,3
667857,6,3,3
667876,2,1,1
667886,2,1,1
667898,2,1,1
667900,2,1,1
667902,2,1,1
667909,2,1,1
667915,2,1,1
667932,3,2,1
667945,6,3,3
667997,2,1,1
668044,4,3,1
668091,2,1,1
668105,2,1,1
668116,2,1,1
668119,4,2,2
668162,6,3,3
668168,3,2,1
668198,2,1,1
668205,2,1,1
668214,4,2,2
668217,4,2,2
668275,3,2,1
668293,2,1,1
668318,2,1,1
668364,2,1,1
668366,2,1,1
668402,2,1,1
668416,3,2,1
668449,7,4,3
668496,2,1,1
668514,8,4,4
668516,2,1,1
668524,2,1,1
668526,2,1,1
668546,2,1,1
668561,2,1,1
668578,2,1,1
668602,6,3,3
668636,2,1,1
668640,2,1,1
668669,2,1,1
668674,2,1,1
668681,2,1,1
668693,2,1,1
668695,2,1,1
668758,2,1,1
668776,2,1,1
668782,3,2,1
668792,4,2,2
668795,6,3,3
668837,4,2,2
668855,2,1,1
668859,4,2,2
668868,4,2,2
668889,3,2,1
668911,4,3,1
668917,6,3,3
668919,2,1,1
668925,2,1,1
668938,13,7,6
668961,11,7,4
668992,2,1,1
669011,2,1,1
669018,3,1,2
669021,2,1,1
669033,4,2,2
669046,2,1,1
669073,9,5,4
669126,3,2,1
669129,5,2,3
669135,9,5,4
669145,4,2,2
669160,2,1,1
669210,4,2,2
669236,2,1,1
669239,2,1,1
669244,2,1,1
669349,2,1,1
669398,5,3,2
669426,2,1,1
669456,2,1,1
669483,3,2,1
669492,2,1,1
669545,3,2,1
669549,2,1,1
669589,2,1,1
669597,2,1,1
669608,4,2,2
669628,18,10,8
669677,6,3,3
669705,4,2,2
669708,4,2,2
669740,2,1,1
669747,8,4,4
669861,2,1,1
669867,2,1,1
669958,2,1,1
670001,2,1,1
670008,2,1,1
670012,2,1,1
670024,8,4,4
670090,2,1,1
670097,5,3,2
670121,2,1,1
670128,2,1,1
670166,2,1,1
670182,3,2,1
670187,2,1,1
670205,2,1,1
670255,2,1,1
670295,2,1,1
670308,2,1,1
670340,5,4,1
670359,2,1,1
670386,5,3,2
670388,2,1,1
670392,2,1,1
670423,5,3,2
670426,3,2,1
670433,5,3,2
670474,2,1,1
670517,4,2,2
670550,3,2,1
670577,6,3,3
670653,2,1,1
670730,2,1,1
670752,5,3,2
670755,2,1,1
670767,5,2,3
670865,4,2,2
670884,6,4,2
670893,3,1,2
670929,2,1,1
670967,3,2,1
670989,2,1,1
671081,2,1,1
671118,4,2,2
671139,4,3,1
671151,2,1,1
671170,2,1,1
671175,3,2,1
671181,6,4,2
671201,3,2,1
671209,2,1,1
671222,2,1,1
671232,2,1,1
671259,3,2,1
671267,2,1,1
671319,2,1,1
671330,2,1,1
671367,2,1,1
671369,2,1,1
671378,2,1,1
671411,3,2,1
671417,2,1,1
671424,3,2,1
671492,2,1,1
671518,2,1,1
671531,2,1,1
671577,5,3,2
671613,4,2,2
671693,2,1,1
671829,5,3,2
671831,3,1,2
671834,3,1,2
671844,3,2,1
671852,5,2,3
671947,4,2,2
671982,3,2,1
672032,2,1,1
672034,2,1,1
672043,2,1,1
672050,3,2,1
672090,2,1,1
672100,8,4,4
672164,2,1,1
672228,11,5,6
672249,2,1,1
672253,2,1,1
672255,2,1,1
672283,2,1,1
672301,9,4,5
672338,2,1,1
672372,5,3,2
672412,2,1,1
672428,6,3,3
672442,2,1,1
672475,4,2,2
672511,4,1,3
672527,6,3,3
672572,10,5,5
672633,2,1,1
672697,2,1,1
672701,4,2,2
672713,8,4,4
672727,5,3,2
672758,2,1,1
672761,3,2,1
672763,2,1,1
672782,11,7,4
672807,2,1,1
672817,3,2,1
672884,4,1,3
672954,6,3,3
672999,4,3,1
673010,4,2,2
673026,4,2,2
673120,8,4,4
673160,5,3,2
673168,8,4,4
673179,12,7,5
673203,2,1,1
673236,2,1,1
673270,7,4,3
673313,2,1,1
673358,2,1,1
673385,3,2,1
673389,44,35,9
673517,4,2,2
673543,4,2,2
673548,2,1,1
673587,3,2,1
673589,2,1,1
673599,2,1,1
673624,4,2,2
673648,2,1,1
673658,6,3,3
673694,3,2,1
673696,2,1,1
673709,2,1,1
673762,8,4,4
673791,2,1,1
673796,2,1,1
673800,4,3,1
673808,3,2,1
673851,2,1,1
673859,6,3,3
673869,5,4,1
673879,2,1,1
673889,10,5,5
673899,2,1,1
673902,3,2,1
673935,2,1,1
673943,4,2,2
673956,2,1,1
673961,6,3,3
673970,2,1,1
673998,4,2,2
674001,2,1,1
674065,2,1,1
674071,2,1,1
674077,2,1,1
674086,2,1,1
674171,9,5,4
674208,2,1,1
674235,8,4,4
674241,2,1,1
674244,4,2,2
674271,8,5,3
674282,2,1,1
674329,8,4,4
674335,3,2,1
674377,2,1,1
674381,5,3,2
674443,2,1,1
674474,2,1,1
674488,2,1,1
674498,2,1,1
674516,2,1,1
674522,2,1,1
674524,2,1,1
674527,4,2,2
674574,2,1,1
674586,4,2,2
674614,5,3,2
674638,4,2,2
674642,2,1,1
674645,4,2,2
674663,2,1,1
674687,6,3,3
674702,4,2,2
674708,5,2,3
674822,8,5,3
674829,3,2,1
674868,8,6,2
674890,8,4,4
674899,2,1,1
674915,4,2,2
674920,5,2,3
674952,2,1,1
674962,2,1,1
674964,4,1,3
674976,7,3,4
674978,4,1,3
675019,2,1,1
675021,2,1,1
675108,2,1,1
675114,7,4,3
675177,2,1,1
675198,4,2,2
675212,4,2,2
675302,2,1,1
675311,2,1,1
675382,2,1,1
675445,2,1,1
675451,2,1,1
675460,2,1,1
675521,2,1,1
675544,4,2,2
675552,3,2,1
675642,2,1,1
675688,3,1,2
675710,2,1,1
675714,2,1,1
675772,5,3,2
675793,5,2,3
675803,2,1,1
675807,2,1,1
675839,5,3,2
675845,4,3,1
675850,2,1,1
675873,2,1,1
675875,2,1,1
675887,2,1,1
675945,6,4,2
675956,16,12,4
675970,2,1,1
676003,2,1,1
676016,7,5,2
676048,3,2,1
676108,10,5,5
676214,2,1,1
676252,2,1,1
676267,7,4,3
676272,2,1,1
676278,4,2,2
676281,8,4,4
676318,2,1,1
676320,3,1,2
676364,17,7,10
676457,3,1,2
676469,3,1,2
676506,3,2,1
676510,2,1,1
676526,2,1,1
676543,14,7,7
676617,6,3,3
676635,2,1,1
676638,3,2,1
676652,2,1,1
676664,2,1,1
676726,2,1,1
676736,4,2,2
676755,2,1,1
676761,3,2,1
676763,2,1,1
676786,2,1,1
676795,2,1,1
676808,4,2,2
676818,3,2,1
676873,3,1,2
676880,6,4,2
676945,2,1,1
676984,2,1,1
677077,2,1,1
677100,2,1,1
677117,2,1,1
677133,4,2,2
677149,3,1,2
677154,2,1,1
677326,2,1,1
677398,9,4,5
677405,8,4,4
677541,2,1,1
677549,4,2,2
677553,3,2,1
677560,2,1,1
677574,2,1,1
677587,3,2,1
677594,2,1,1
677619,2,1,1
677633,2,1,1
677667,2,1,1
677696,2,1,1
677705,2,1,1
677723,2,1,1
677741,2,1,1
677763,4,3,1
677833,2,1,1
677836,8,4,4
677856,3,2,1
677863,5,4,1
677867,6,3,3
677875,2,1,1
677889,3,2,1
677893,4,2,2
677974,3,2,1
678032,3,2,1
678039,2,1,1
678074,2,1,1
678093,6,3,3
678098,4,2,2
678102,3,2,1
678104,2,1,1
678106,2,1,1
